Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,ACS18_5yr_B01001001,ACS18_5yr_B01001002,ACS18_5yr_B01001003,ACS18_5yr_B01001004,ACS18_5yr_B01001005,ACS18_5yr_B01001006,ACS18_5yr_B01001007,ACS18_5yr_B01001008,ACS18_5yr_B01001009,ACS18_5yr_B01001010,ACS18_5yr_B01001011,ACS18_5yr_B01001012,ACS18_5yr_B01001013,ACS18_5yr_B01001014,ACS18_5yr_B01001015,ACS18_5yr_B01001016,ACS18_5yr_B01001017,ACS18_5yr_B01001018,ACS18_5yr_B01001019,ACS18_5yr_B01001020,ACS18_5yr_B01001021,ACS18_5yr_B01001022,ACS18_5yr_B01001023,ACS18_5yr_B01001024,ACS18_5yr_B01001025,ACS18_5yr_B01001026,ACS18_5yr_B01001027,ACS18_5yr_B01001028,ACS18_5yr_B01001029,ACS18_5yr_B01001030,ACS18_5yr_B01001031,ACS18_5yr_B01001032,ACS18_5yr_B01001033,ACS18_5yr_B01001034,ACS18_5yr_B01001035,ACS18_5yr_B01001036,ACS18_5yr_B01001037,ACS18_5yr_B01001038,ACS18_5yr_B01001039,ACS18_5yr_B01001040,ACS18_5yr_B01001041,ACS18_5yr_B01001042,ACS18_5yr_B01001043,ACS18_5yr_B01001044,ACS18_5yr_B01001045,ACS18_5yr_B01001046,ACS18_5yr_B01001047,ACS18_5yr_B01001048,ACS18_5yr_B01001049,ACS18_5yr_B01001001s,ACS18_5yr_B01001002s,ACS18_5yr_B01001003s,ACS18_5yr_B01001004s,ACS18_5yr_B01001005s,ACS18_5yr_B01001006s,ACS18_5yr_B01001007s,ACS18_5yr_B01001008s,ACS18_5yr_B01001009s,ACS18_5yr_B01001010s,ACS18_5yr_B01001011s,ACS18_5yr_B01001012s,ACS18_5yr_B01001013s,ACS18_5yr_B01001014s,ACS18_5yr_B01001015s,ACS18_5yr_B01001016s,ACS18_5yr_B01001017s,ACS18_5yr_B01001018s,ACS18_5yr_B01001019s,ACS18_5yr_B01001020s,ACS18_5yr_B01001021s,ACS18_5yr_B01001022s,ACS18_5yr_B01001023s,ACS18_5yr_B01001024s,ACS18_5yr_B01001025s,ACS18_5yr_B01001026s,ACS18_5yr_B01001027s,ACS18_5yr_B01001028s,ACS18_5yr_B01001029s,ACS18_5yr_B01001030s,ACS18_5yr_B01001031s,ACS18_5yr_B01001032s,ACS18_5yr_B01001033s,ACS18_5yr_B01001034s,ACS18_5yr_B01001035s,ACS18_5yr_B01001036s,ACS18_5yr_B01001037s,ACS18_5yr_B01001038s,ACS18_5yr_B01001039s,ACS18_5yr_B01001040s,ACS18_5yr_B01001041s,ACS18_5yr_B01001042s,ACS18_5yr_B01001043s,ACS18_5yr_B01001044s,ACS18_5yr_B01001045s,ACS18_5yr_B01001046s,ACS18_5yr_B01001047s,ACS18_5yr_B01001048s,ACS18_5yr_B01001049s
"08001","05000US08001","Adams County","Adams County, Colorado","co","050","00","ACSSF","0000013",,,,,"08","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497115,250704,18709,20071,19442,11062,5991,2748,3609,10125,20264,21112,19139,18460,16442,15392,14992,4590,6592,3384,5208,5791,3510,2160,1911,246411,17969,17901,19752,10538,5604,3240,2751,9464,19298,20106,18830,16257,15802,15041,14778,4832,7031,3959,5476,6748,4808,3114,3112,0,86.06061,89.69697,441.8182,442.4243,31.51515,58.78788,264.8485,304.2424,309.0909,26.06061,47.27273,404.2424,405.4546,35.15152,6.666667,333.3333,247.2727,277.5757,207.8788,216.9697,275.1515,162.4242,133.9394,152.1212,86.06061,38.78788,449.0909,446.6667,34.54546,77.57576,238.7879,256.9697,284.2424,69.09091,66.06061,415.1515,424.8485,1.818182,2.424242,321.2121,226.0606,247.2727,205.4545,270.9091,262.4243,197.5758,178.7879,204.2424
"08003","05000US08003","Alamosa County","Alamosa County, Colorado","co","050","00","ACSSF","0000014",,,,,"08","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16444,8242,572,608,560,277,544,274,105,577,664,461,586,392,352,412,449,187,235,151,214,249,220,108,45,8202,586,477,556,296,411,316,227,532,540,554,287,537,371,418,527,141,300,182,189,270,203,169,113,0,70.30303,16.9697,113.9394,111.5152,1.212121,98.78788,80,43.0303,107.8788,46.06061,72.72727,90.90909,78.18182,4.242424,3.030303,60,45.45454,52.72727,27.27273,39.39394,41.21212,32.72727,30.90909,18.78788,70.30303,41.81818,84.24242,87.87878,10.90909,81.21212,141.8182,78.78788,120,10.30303,47.27273,57.57576,57.57576,6.666667,7.272727,53.93939,42.42424,59.39394,31.51515,34.54546,35.15152,36.36364,38.18182,27.87879
"08005","05000US08005","Arapahoe County","Arapahoe County, Colorado","co","050","00","ACSSF","0000015",,,,,"08","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636671,314672,20718,22437,22356,13164,7219,3339,3584,13118,24576,25012,22504,22963,21389,20330,19862,7373,10016,6018,7886,8747,5737,3349,2975,321999,19792,21123,21279,12591,6376,3151,3228,13003,24036,24439,22083,23125,21725,21269,20980,8381,11503,6355,8957,10883,7182,4630,5908,0,78.18182,52.12121,440.606,433.9394,45.45454,36.36364,210.303,226.0606,287.2727,18.78788,23.63636,455.7576,445.4546,38.18182,23.0303,372.7273,261.8182,306.6667,253.3333,254.5455,287.8788,170.303,150.303,160,78.18182,61.81818,452.1212,442.4243,40.60606,22.42424,200.6061,253.9394,296.9697,24.84848,46.06061,487.2727,484.8485,29.09091,11.51515,415.7576,291.5151,321.2121,268.4849,287.2727,305.4546,226.0606,238.1818,218.7879
"08007","05000US08007","Archuleta County","Archuleta County, Colorado","co","050","00","ACSSF","0000016",,,,,"08","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12908,6546,328,337,335,229,113,115,34,241,279,361,253,406,341,393,454,270,463,314,263,565,255,110,87,6362,251,291,346,92,120,0,137,142,255,372,249,384,360,423,658,226,482,278,414,421,242,113,106,0,49.09091,23.63636,54.54546,55.15152,35.75758,46.66667,56.9697,20,62.42424,32.12121,52.12121,61.81818,67.87878,40.60606,27.27273,57.57576,50.90909,56.9697,52.72727,52.12121,58.18182,48.48485,35.15152,38.18182,49.09091,21.81818,46.66667,44.24242,26.06061,38.78788,11.51515,36.36364,36.36364,27.87879,43.0303,56.36364,50.90909,34.54546,21.21212,67.87878,52.72727,73.33334,49.09091,64.84849,60,41.81818,36.36364,29.09091
"08009","05000US08009","Baca County","Baca County, Colorado","co","050","00","ACSSF","0000017",,,,,"08","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3563,1755,100,131,93,47,28,36,5,48,80,109,84,116,80,121,134,50,87,36,73,88,89,75,45,1808,87,88,120,73,22,15,2,56,86,97,67,110,88,98,140,57,85,46,65,131,88,78,109,0,20.60606,10.30303,12.12121,12.72727,13.33333,12.72727,13.93939,4.848485,12.12121,9.090909,15.75758,15.75758,23.63636,9.090909,11.51515,21.21212,10.90909,13.93939,12.12121,13.33333,10.90909,13.93939,15.15152,9.090909,20.60606,4.848485,13.33333,15.15152,10.30303,9.69697,9.090909,1.818182,9.69697,12.12121,7.272727,16.9697,18.78788,6.666667,6.666667,16.36364,10.90909,16.36364,9.69697,13.33333,19.39394,18.78788,15.15152,22.42424
"08011","05000US08011","Bent County","Bent County, Colorado","co","050","00","ACSSF","0000018",,,,,"08","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5809,3790,109,141,105,73,43,17,47,185,423,453,328,398,182,343,220,131,74,64,144,127,85,42,56,2019,100,99,181,86,31,7,6,40,111,128,69,133,122,103,196,83,37,47,101,116,61,62,100,0,31.51515,26.06061,23.0303,23.0303,20,24.84848,13.93939,16.36364,49.09091,64.24242,44.84848,52.72727,64.24242,36.36364,72.72727,35.75758,29.69697,21.21212,18.78788,21.21212,27.87879,16.36364,11.51515,20.60606,31.51515,25.45455,19.39394,19.39394,20.60606,15.75758,5.454545,5.454545,16.36364,23.0303,16.36364,18.18182,23.0303,20.60606,5.454545,24.24242,20.60606,13.33333,14.54545,19.39394,22.42424,15.75758,17.57576,28.48485
"08013","05000US08013","Boulder County","Boulder County, Colorado","co","050","00","ACSSF","0000019",,,,,"08","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321030,161355,7754,9176,9477,5788,7362,3953,4135,9791,12861,10742,10332,10008,10675,10284,10252,3934,5712,3374,4382,4711,2961,1755,1936,159675,7316,8774,9138,5502,7251,3742,3888,8133,10743,9760,10039,10232,10649,10700,10062,4560,6237,3641,4303,5495,3602,2706,3202,0,77.57576,33.93939,272.1212,271.5151,41.21212,65.45454,295.1515,324.2424,440,60.60606,60.60606,314.5454,300.606,75.75758,60.60606,269.0909,228.4848,238.7879,163.6364,189.697,184.8485,125.4545,114.5455,146.6667,77.57576,31.51515,262.4243,263.6364,34.54546,39.39394,349.697,270.303,392.7273,99.39394,73.33334,289.0909,295.1515,58.18182,61.81818,276.9697,206.6667,234.5455,194.5455,203.6364,216.3636,180,164.2424,156.3636
"08014","05000US08014","Broomfield County","Broomfield County, Colorado","co","050","00","ACSSF","0000020",,,,,"08","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66120,32789,1869,2218,2406,1421,634,292,361,1193,2648,2563,2292,2669,2511,2232,2330,629,859,597,797,977,623,360,308,33331,1865,2328,2207,1378,482,144,353,1511,2314,2290,2605,2299,2519,2160,2329,699,1011,874,712,1281,771,604,595,0,82.42424,27.27273,129.697,134.5455,30.90909,56.36364,72.12122,78.78788,86.06061,43.63636,54.54546,140,142.4242,55.15152,56.9697,98.78788,73.33334,76.9697,73.33334,76.9697,93.93939,47.87879,42.42424,47.87879,82.42424,15.75758,120,118.7879,27.87879,34.54546,31.51515,81.81818,110.303,24.24242,31.51515,110.9091,114.5455,36.36364,35.15152,125.4545,86.06061,112.1212,86.66666,87.87878,99.39394,66.66666,81.81818,68.48485
"08015","05000US08015","Chaffee County","Chaffee County, Colorado","co","050","00","ACSSF","0000021",,,,,"08","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19164,10268,315,468,548,250,272,38,79,244,753,688,672,598,663,816,834,230,543,322,350,731,318,256,280,8896,320,252,601,225,123,59,69,195,439,477,330,623,466,616,639,526,523,368,389,732,458,175,291,0,83.63636,21.21212,74.54546,103.6364,35.15152,61.21212,21.81818,39.39394,62.42424,64.84849,50.30303,92.12122,66.06061,64.84849,69.69697,107.2727,44.84848,89.69697,52.12121,60.60606,63.0303,61.81818,50.90909,53.93939,83.63636,26.66667,61.21212,61.21212,11.51515,44.84848,40.60606,44.24242,53.33333,42.42424,30.30303,56.9697,66.66666,10.90909,10.90909,54.54546,85.45454,72.72727,56.36364,53.33333,70.90909,69.69697,37.57576,60
"08017","05000US08017","Cheyenne County","Cheyenne County, Colorado","co","050","00","ACSSF","0000022",,,,,"08","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2039,964,91,79,76,71,11,3,1,9,43,66,55,70,51,85,104,18,52,6,20,5,18,21,9,1075,125,87,100,63,15,14,15,14,31,65,76,31,67,73,90,12,31,16,10,23,30,29,58,103.0303,66.06061,27.87879,21.21212,18.78788,19.39394,7.878788,2.424242,1.818182,6.666667,18.78788,19.39394,11.51515,20.60606,14.54545,18.78788,21.81818,8.484848,14.54545,3.030303,6.666667,3.030303,4.848485,11.51515,4.848485,70.90909,38.78788,22.42424,22.42424,18.78788,10.90909,7.878788,10.30303,7.878788,12.12121,20.60606,18.18182,9.090909,13.93939,14.54545,18.78788,4.242424,11.51515,6.060606,4.242424,8.484848,7.878788,12.12121,18.18182
"08019","05000US08019","Clear Creek County","Clear Creek County, Colorado","co","050","00","ACSSF","0000023",,,,,"08","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9379,4816,211,147,286,65,57,16,17,244,239,274,296,361,350,398,506,150,320,180,284,177,170,60,8,4563,139,159,189,276,153,27,14,34,240,237,244,275,380,401,453,216,236,91,211,348,135,59,46,0,59.39394,22.42424,40.60606,39.39394,26.06061,3.030303,10.30303,10.90909,35.75758,9.090909,27.27273,49.69697,60,24.84848,32.72727,72.12122,47.27273,66.06061,50.90909,50.30303,40.60606,30.30303,29.09091,7.272727,59.39394,9.090909,29.69697,26.66667,49.09091,24.24242,13.93939,10.30303,20,31.51515,20.60606,41.81818,42.42424,33.93939,21.21212,69.69697,56.9697,55.15152,32.12121,46.06061,54.54546,27.27273,26.66667,20
"08021","05000US08021","Conejos County","Conejos County, Colorado","co","050","00","ACSSF","0000024",,,,,"08","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8142,4082,287,287,315,201,47,131,58,73,262,174,223,241,212,261,293,98,200,90,124,197,145,108,55,4060,286,299,321,214,119,22,72,109,225,200,195,202,222,254,277,110,186,118,133,182,136,106,72,0,9.090909,8.484848,30.90909,30.30303,5.454545,17.57576,41.81818,27.87879,24.84848,24.84848,19.39394,26.66667,24.84848,1.212121,7.878788,30.30303,27.27273,33.93939,23.63636,20.60606,28.48485,27.87879,23.0303,20.60606,9.090909,6.666667,24.24242,24.24242,10.90909,16.9697,10.30303,20.60606,12.72727,10.30303,1.212121,27.27273,27.27273,2.424242,6.060606,29.09091,27.87879,26.06061,23.63636,18.18182,29.69697,21.81818,18.18182,16.36364
"08023","05000US08023","Costilla County","Costilla County, Colorado","co","050","00","ACSSF","0000025",,,,,"08","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3687,1941,86,103,110,80,48,28,34,79,92,93,53,41,99,159,118,112,100,68,122,125,113,47,31,1746,53,84,90,65,26,15,19,78,62,64,75,112,86,102,187,70,77,111,68,103,111,54,34,0,36.9697,16.9697,31.51515,16.9697,24.84848,17.57576,16.9697,13.93939,25.45455,15.75758,21.21212,21.81818,15.15152,13.33333,23.63636,21.81818,22.42424,20,19.39394,23.0303,20,20.60606,18.78788,13.33333,36.9697,20,13.93939,23.0303,19.39394,14.54545,12.12121,14.54545,20,17.57576,18.18182,24.24242,27.87879,24.24242,12.12121,28.48485,21.81818,20,20.60606,17.57576,23.0303,15.15152,13.93939,9.69697
"08025","05000US08025","Crowley County","Crowley County, Colorado","co","050","00","ACSSF","0000026",,,,,"08","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5630,3526,112,114,77,73,266,78,46,173,369,375,263,248,352,215,229,73,101,61,98,80,78,28,17,2104,62,92,144,43,167,96,36,177,125,145,75,78,85,152,96,119,50,88,65,53,74,34,48,0,141.2121,11.51515,18.18182,19.39394,10.30303,93.33334,47.27273,30.30303,47.27273,75.15151,100.6061,42.42424,65.45454,69.09091,58.18182,35.75758,23.63636,21.21212,32.12121,26.06061,29.09091,13.93939,12.12121,7.878788,141.2121,9.090909,20.60606,17.57576,15.15152,61.21212,58.18182,24.84848,50.90909,36.9697,60,13.93939,26.06061,9.090909,47.87879,28.48485,41.81818,23.0303,18.18182,18.78788,15.75758,13.33333,12.12121,12.12121
"08027","05000US08027","Custer County","Custer County, Colorado","co","050","00","ACSSF","0000027",,,,,"08","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4640,2265,55,96,136,79,15,0,0,110,36,129,62,34,123,52,270,126,84,89,174,363,166,43,23,2375,46,144,173,71,77,17,3,26,58,64,69,99,68,122,204,121,186,103,247,236,170,3,68,0,68.48485,26.06061,49.69697,33.33333,23.63636,10.30303,7.272727,7.272727,51.51515,24.84848,36.36364,48.48485,20,46.06061,20,66.66666,37.57576,30.30303,42.42424,43.0303,67.27273,60.60606,24.24242,19.39394,68.48485,27.27273,45.45454,60.60606,24.24242,33.33333,16.36364,3.030303,15.75758,26.06061,26.06061,33.33333,47.87879,38.18182,37.57576,46.66667,40,51.51515,45.45454,57.57576,53.93939,58.78788,3.030303,30.90909
"08029","05000US08029","Delta County","Delta County, Colorado","co","050","00","ACSSF","0000028",,,,,"08","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30346,15235,798,905,839,608,359,202,182,287,783,838,793,950,781,914,1192,477,769,628,693,839,517,371,510,15111,716,646,1116,548,513,108,65,321,562,666,1011,557,787,929,1299,627,699,544,741,937,679,554,486,0,76.36364,37.57576,95.75758,101.8182,31.51515,59.39394,53.33333,60.60606,56.36364,49.09091,67.87878,90.90909,82.42424,38.18182,27.87879,96.9697,70.90909,89.69697,85.45454,79.39394,86.06061,67.87878,64.24242,87.27273,76.36364,43.63636,97.57576,99.39394,43.0303,21.21212,58.18182,34.54546,63.0303,26.06061,57.57576,91.51515,63.0303,48.48485,35.75758,135.7576,78.78788,89.69697,67.87878,90.90909,92.12122,86.66666,70.90909,74.54546
"08031","05000US08031","Denver County","Denver County, Colorado","co","050","00","ACSSF","0000029",,,,,"08","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693417,347188,22097,21155,18037,9721,6891,3783,3979,13262,40246,39950,31258,25887,22718,19588,18588,6503,9338,5614,7507,8567,5619,3461,3419,346229,21324,20324,17676,9467,7011,3518,3538,15061,40061,37335,28625,23475,20125,18012,17997,7480,10636,6002,8526,10819,7074,5220,6923,0,80,55.15152,382.4243,381.8182,46.66667,47.87879,290.303,253.9394,370.303,40.60606,1.818182,543.6364,544.8485,18.18182,13.33333,369.0909,321.2121,290.9091,232.7273,312.7273,290.303,198.7879,170.303,160,80,52.12121,451.5151,455.7576,19.39394,36.9697,232.1212,236.9697,315.1515,42.42424,20,499.394,500.606,13.33333,9.69697,423.6364,282.4243,410.9091,280.606,316.3636,286.0606,269.0909,243.0303,266.0606
"08033","05000US08033","Dolores County","Dolores County, Colorado","co","050","00","ACSSF","0000030",,,,,"08","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841,989,65,76,64,6,4,0,4,17,39,112,67,31,35,66,96,24,44,29,15,84,38,19,54,852,18,61,58,8,0,0,10,42,27,44,41,7,65,51,125,43,20,19,24,72,31,51,35,103.0303,67.87878,28.48485,33.33333,26.66667,4.848485,3.636364,7.272727,5.454545,10.90909,15.75758,31.51515,21.81818,16.36364,15.15152,20,22.42424,13.93939,14.54545,15.15152,7.272727,18.78788,18.18182,7.272727,24.84848,55.75758,11.51515,24.84848,26.06061,6.060606,7.272727,7.272727,7.878788,16.9697,10.30303,18.18182,12.72727,5.454545,15.75758,18.18182,29.69697,16.9697,9.69697,10.90909,9.090909,22.42424,9.69697,20.60606,12.12121
"08035","05000US08035","Douglas County","Douglas County, Colorado","co","050","00","ACSSF","0000031",,,,,"08","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328614,163766,10385,12339,14821,8457,4125,1538,1628,4989,7668,9870,10930,13944,14101,12599,11394,3569,4758,2804,3829,4693,2499,1641,1185,164848,9539,12738,13110,8095,3745,1221,1525,5109,7716,10145,11692,13874,14162,12830,11293,3629,5275,3076,4261,5105,2781,1941,1986,0,70.30303,88.48485,341.2121,340.606,24.24242,58.18182,176.9697,195.7576,230.9091,30.90909,43.0303,267.8788,265.4546,26.66667,7.272727,255.7576,192.1212,216.3636,152.7273,164.8485,156.9697,124.2424,112.1212,104.2424,70.30303,61.21212,292.1212,287.8788,9.69697,50.90909,169.697,158.1818,187.8788,70.90909,53.93939,302.4243,306.0606,30.30303,33.33333,250.303,185.4545,260,213.9394,212.1212,214.5455,132.1212,135.7576,132.1212
"08037","05000US08037","Eagle County","Eagle County, Colorado","co","050","00","ACSSF","0000032",,,,,"08","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54357,28804,1674,2053,1562,1010,879,405,236,748,2555,2441,2758,1851,2275,1982,1772,797,960,781,729,467,603,160,106,25553,1471,1738,1637,973,677,171,171,910,1923,2127,2507,1504,1996,1910,1890,508,804,684,708,537,371,235,101,0,83.0303,29.69697,169.697,172.1212,29.09091,160.6061,150.303,90.90909,117.5758,98.18182,22.42424,211.5152,218.7879,20,32.12121,175.1515,137.5758,149.697,115.7576,116.9697,80,112.1212,40.60606,51.51515,83.0303,25.45455,133.9394,133.3333,7.878788,95.15151,66.06061,53.33333,109.697,17.57576,64.84849,173.3333,173.9394,15.15152,47.87879,140.6061,109.697,117.5758,119.3939,104.2424,87.27273,68.48485,74.54546,67.27273
"08039","05000US08039","Elbert County","Elbert County, Colorado","co","050","00","ACSSF","0000033",,,,,"08","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25162,12721,575,834,859,595,298,174,135,400,529,493,568,744,1013,1233,1127,584,690,396,408,551,258,125,132,12441,511,720,832,588,301,122,161,251,509,600,641,741,1009,1284,1329,487,536,323,449,482,184,164,217,0,72.72727,19.39394,64.24242,71.51515,18.78788,21.21212,50.90909,48.48485,67.27273,41.81818,8.484848,64.24242,61.81818,37.57576,30.90909,87.87878,69.69697,82.42424,63.0303,55.15152,55.75758,34.54546,38.18182,34.54546,72.72727,21.81818,70.90909,68.48485,21.81818,36.36364,39.39394,54.54546,49.69697,33.93939,38.18182,64.84849,62.42424,34.54546,38.18182,90.30303,63.63636,72.12122,57.57576,57.57576,55.15152,37.57576,38.78788,37.57576
"08041","05000US08041","El Paso County","El Paso County, Colorado","co","050","00","ACSSF","0000034",,,,,"08","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688153,347478,23971,23716,24228,14301,11115,6552,7067,19240,29699,26608,23315,20347,20522,21183,20419,7908,10137,6079,8098,9744,5965,4225,3039,340675,22991,22274,23720,13784,8675,4310,5411,14712,26639,24641,23106,19394,20791,22505,22628,8267,10733,7190,9233,10698,7309,5717,5947,0,35.15152,0,480,480,34.54546,75.75758,277.5757,347.8788,455.7576,51.51515,69.69697,498.1818,493.3333,49.69697,26.06061,349.697,296.9697,290.9091,294.5454,256.9697,330.303,238.7879,232.7273,193.9394,35.15152,0,511.5151,507.8788,44.24242,50.90909,262.4243,292.1212,349.0909,34.54546,41.81818,483.0303,482.4243,66.66666,9.69697,403.0303,356.9697,332.7273,281.8182,274.5454,284.8485,260.606,215.7576,241.2121
"08043","05000US08043","Fremont County","Fremont County, Colorado","co","050","00","ACSSF","0000035",,,,,"08","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47002,27324,957,1079,1127,769,340,73,164,1176,2182,2829,2074,2070,1988,2080,1933,687,969,719,987,1245,881,576,419,19678,905,1117,1032,771,305,138,20,655,906,1014,1158,711,1139,1396,1914,651,866,704,1109,1043,909,564,651,0,163.6364,43.63636,106.0606,109.0909,30.90909,7.878788,28.48485,49.09091,96.9697,149.0909,196.3636,141.2121,156.3636,95.75758,112.1212,113.9394,90.30303,101.2121,81.21212,73.93939,80,66.06061,54.54546,52.72727,163.6364,41.81818,86.66666,86.66666,44.24242,15.15152,42.42424,9.69697,65.45454,51.51515,45.45454,106.0606,93.93939,44.24242,26.66667,100,76.9697,80,78.78788,84.84849,85.45454,77.57576,73.33334,81.21212
"08045","05000US08045","Garfield County","Garfield County, Colorado","co","050","00","ACSSF","0000036",,,,,"08","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58538,29779,2014,2336,2093,1217,698,226,185,1266,1968,2199,2446,1880,1974,2015,2182,640,1046,888,644,735,644,252,231,28759,2002,2654,1552,1160,684,251,198,1206,1805,2105,2249,1699,1865,1860,1802,782,1245,597,699,911,688,265,480,0,88.48485,32.12121,177.5758,166.6667,9.090909,2.424242,72.12122,59.39394,90.30303,2.424242,32.72727,161.8182,138.1818,15.75758,65.45454,155.7576,103.6364,124.2424,110.9091,96.36364,100.6061,61.81818,43.63636,51.51515,88.48485,39.39394,130.303,129.697,24.84848,86.66666,76.36364,81.21212,111.5152,16.36364,43.63636,179.3939,179.3939,9.69697,13.93939,138.7879,106.6667,139.3939,76.36364,78.78788,78.18182,80,50.90909,66.66666
"08047","05000US08047","Gilpin County","Gilpin County, Colorado","co","050","00","ACSSF","0000037",,,,,"08","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5924,3169,144,163,164,95,12,63,9,22,146,180,200,383,312,177,210,159,250,166,116,75,18,20,85,2755,102,92,107,95,52,1,7,96,86,179,93,342,188,284,250,173,230,159,107,81,14,10,7,0,97.57576,47.87879,60,51.51515,46.06061,11.51515,33.33333,10.30303,18.18182,60.60606,44.24242,60,80.60606,66.06061,38.78788,45.45454,67.27273,76.9697,53.93939,44.84848,34.54546,17.57576,15.15152,56.9697,97.57576,42.42424,44.24242,36.9697,37.57576,33.93939,6.666667,13.33333,50.30303,31.51515,57.57576,44.24242,48.48485,46.66667,43.63636,53.93939,67.27273,75.75758,66.06061,44.84848,32.72727,9.090909,9.69697,6.060606
"08049","05000US08049","Grand County","Grand County, Colorado","co","050","00","ACSSF","0000038",,,,,"08","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15066,8129,284,356,465,373,106,108,31,276,563,704,583,462,478,598,613,457,338,317,226,416,185,70,120,6937,279,292,464,134,182,20,199,107,465,468,505,359,457,565,555,402,395,227,108,451,92,71,140,0,66.06061,15.15152,58.78788,62.42424,51.51515,34.54546,42.42424,23.63636,57.57576,38.18182,64.84849,81.21212,84.84849,11.51515,56.36364,114.5455,109.0909,87.27273,69.09091,66.06061,83.63636,56.36364,48.48485,35.15152,66.06061,16.36364,64.24242,59.39394,47.27273,64.24242,17.57576,64.24242,38.18182,30.30303,43.0303,80.60606,71.51515,13.33333,23.63636,84.84849,87.87878,79.39394,73.93939,37.57576,80,40,34.54546,43.0303
"08051","05000US08051","Gunnison County","Gunnison County, Colorado","co","050","00","ACSSF","0000039",,,,,"08","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16537,8983,390,486,394,289,569,166,233,781,682,679,588,534,546,450,518,252,339,160,284,327,155,117,44,7554,354,339,426,251,286,198,373,449,474,587,519,438,490,455,422,323,213,143,267,230,158,32,127,0,63.0303,35.15152,75.15151,70.30303,56.36364,95.15151,67.87878,96.36364,147.8788,50.30303,63.0303,86.66666,68.48485,31.51515,32.72727,60,59.39394,56.9697,40,43.0303,52.12121,36.36364,29.09091,17.57576,63.0303,47.87879,67.27273,70.90909,20,47.27273,66.06061,104.2424,119.3939,22.42424,67.27273,76.36364,70.30303,38.78788,11.51515,55.15152,53.93939,50.90909,37.57576,47.27273,44.84848,34.54546,16.9697,35.15152
